#Name;Name mit Ort;Nummer;Globale ID;GKZ;Gemeinde;Teilort;Landkreis;Tarifzonen;Verkehrsmittel;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate
Karlstraße;Musberg Karlstraße;309;de:08116:309;08116078;Leinfelden-Echterdingen;Musberg;ES;2;"Bus;Nachtbus";814,818,N18;31814_,31818_,34018_;3;31,34;9,119775471;48,69439544
Friedhof;Musberg Friedhof;310;de:08116:310;08116078;Leinfelden-Echterdingen;Musberg;ES;2;"Bus;Nachtbus";814,818,N18;31814_,31818_,34018_;3;31,34;9,125624869;48,69234788
Filderbahnstraße;Filderbahnstraße;316;de:08111:316;08111000;Stuttgart;Stuttgart;S;1;Nachtbus;N10;33010_;1;33;9,146728792;48,72818483
Elsterstaffel;Elsterstaffel;318;de:08111:318;08111000;Stuttgart;Stuttgart;S;1;Nachtbus;N1;33001_;1;33;9,149345878;48,75806329
Losäcker;Losäcker;319;de:08111:319;08111000;Stuttgart;Stuttgart;S;1;Nachtbus;N3;33003_;1;33;9,091022315;48,81585533
Laichlestraße;Gerlingen Laichlestr.;320;de:08118:320;08118019;Gerlingen;Gerlingen;LB;2;"Bus;Nachtbus";635,N3;31635_,33003_;2;31,33;9,082295796;48,80854219
Gnesener Straße;Gnesener Straße;321;de:08111:321;08111000;Stuttgart;Stuttgart;S;1;"Nachtbus;Stadtbahn";U2,U19,N5;20002_,20019_,33005_;3;20,33;9,228586442;48,81245367
Kursaal;Kursaal;322;de:08111:322;08111000;Stuttgart;Stuttgart;S;1;"Nachtbus;Stadtbahn";U2,U19,N5;20002_,20019_,33005_;3;20,33;9,2223223;48,80914778
Daimlerplatz;Daimlerplatz;323;de:08111:323;08111000;Stuttgart;Stuttgart;S;1;Stadtbahn;U2,U19;20002_,20019_;2;20;9,219010802;48,80530542
Nägelestraße;Nägelestraße;341;de:08111:341;08111000;Stuttgart;Stuttgart;S;1;Zahnradbahn;10;21010_;1;21;9,173573255;48,75149174
Wielandshöhe;Wielandshöhe;342;de:08111:342;08111000;Stuttgart;Stuttgart;S;1;"Bus;Zahnradbahn";10;21010_,30033_;2;21,3;9,170234055;48,75731483
Pfaffenweg;Pfaffenweg;343;de:08111:343;08111000;Stuttgart;Stuttgart;S;1;"Bus;Zahnradbahn";10;21010_,30033_;2;21,3;9,168161047;48,7596649
Liststraße;Liststraße;344;de:08111:344;08111000;Stuttgart;Stuttgart;S;1;"Bus;Zahnradbahn";10;21010_,30033_;2;21,3;9,168509889;48,76229017
SSB-Zentrum;SSB-Zentrum;350;de:08111:350;08111000;Stuttgart;Stuttgart;S;1;Stadtbahn;U3,U8,U12;20003_,20008_,20012_;3;20;9,130196619;48,72683793
Plieninger Straße;Plieninger Straße;353;de:08111:353;08111000;Stuttgart;Stuttgart;S;1;"Nachtbus;Stadtbahn";U3,N9;20003_,33009_;2;20,33;9,156639202;48,72426002
Sigmaringer Straße;Sigmaringer Straße;354;de:08111:354;08111000;Stuttgart;Stuttgart;S;1;Stadtbahn;U3;20003_;1;20;9,153227706;48,72871589
Wallgraben;Wallgraben;355;de:08111:355;08111000;Stuttgart;Stuttgart;S;1;"Nachtbus;Stadtbahn";U3,U8,U12,N10;20003_,20008_,20012_,33010_;4;20,33;9,125263031;48,72700529
Jurastraße;Jurastraße;356;de:08111:356;08111000;Stuttgart;Stuttgart;S;1;Stadtbahn;U3,U8;20003_,20008_;2;20;9,117220836;48,72892019
Salzäcker;Salzäcker;360;de:08111:360;08111000;Stuttgart;Stuttgart;S;1;"Nachtbus;Stadtbahn";U3,N9;20003_,33009_;2;20,33;9,161849929;48,72163598
Freytagweg;Freytagweg;361;de:08111:361;08111000;Stuttgart;Stuttgart;S;1,2;"Bus;Nachtbus";72,N9;30072_,33009_;2;30,33;9,157055676;48,70965568
Schelmenwasen;Schelmenwasen;363;de:08111:363;08111000;Stuttgart;Stuttgart;S;1,2;Stadtbahn;U6;20006_;1;20;9,170392097;48,70768529
Fasanenhof;Fasanenhof;364;de:08111:364;08111000;Stuttgart;Stuttgart;S;1,2;"Bus;Nachtbus;Stadtbahn";U6,72,N9;20006_,30072_,33009_;3;20,30,33;9,153008728;48,71037155
Kelterstraße;Kelterstraße;370;de:08111:370;08111000;Stuttgart;Stuttgart;S;1;Nachtbus;N1;33001_;1;33;9,154696541;48,75987267
Tunnelstraße;Tunnelstraße;371;de:08111:371;08111000;Stuttgart;Stuttgart;S;1;Nachtbus;N3;33003_;1;33;9,169452793;48,81191761
Villastraße;Villastraße;372;de:08111:372;08111000;Stuttgart;Stuttgart;S;1;Nachtbus;N4;33004_;1;33;9,202871712;48,79345616
Moselstraße;Stuttgart Moselstraße;373;de:08111:373;08111000;Stuttgart;Stuttgart;S;1;Nachtbus;N4;33004_;1;33;9,218026478;48,82313906
Rembrandtstraße;Stuttgart Rembrandtstraße;374;de:08111:374;08111000;Stuttgart;Stuttgart;S;1;Nachtbus;N9;33009_;1;33;9,150003725;48,72788385
Bieler Weg;Bieler Weg;375;de:08111:375;08111000;Stuttgart;Stuttgart;S;1;Nachtbus;N7;33007_;1;33;9,215111115;48,73715949
Ulmenstraße;Ulmenstraße;376;de:08111:376;08111000;Stuttgart;Stuttgart;S;1;Nachtbus;N1;33001_;1;33;9,153022611;48,75955119
Wangen Kelter;Wangen Kelter;377;de:08111:377;08111000;Stuttgart;Stuttgart;S;1;Nachtbus;N6;33006_;1;33;9,24212139;48,77320131
Höfingen;Höfingen;1003;de:08115:1003;08115028;Leonberg;Höfingen;BB;2,3;S-Bahn;S6,S26,S60,S62;10006_,10026_,10060_,10062_;4;10;9,026180834;48,81503436
Zazenhausen;Zazenhausen;1200;de:08111:1200;08111000;Stuttgart;Stuttgart;S;1;R-Bahn;RB11;11011_;1;11;9,199461826;48,83610369
Sommerrain;Sommerrain;1300;de:08111:1300;08111000;Stuttgart;Stuttgart;S;1;"Bus;R-Bahn;S-Bahn";S2,S3,MEX19,RE90,MEX90,54,58;10002_,10003_,11019_,11090_,11091_,30054_,30058_;7;10,11,30;9,248369749;48,81521824
Malmsheim;Malmsheim;1301;de:08115:1301;08115041;Renningen;Malmsheim;BB;4;S-Bahn;S6,S26,S62;10006_,10026_,10062_;3;10;8,905105557;48,77183564
Rutesheim;Rutesheim;1302;de:08115:1302;08115028;Leonberg;Leonberg;BB;3,4;"Ruftaxi;S-Bahn";S6,S26,S60,S62,RT655;10006_,10026_,10060_,10062_,50655_;5;10,5;8,960325242;48,79031093
Weil der Stadt;Weil der Stadt;1303;de:08115:1303;08115050;Weil der Stadt;Weil der Stadt;BB;4;"Bus;Ruftaxi;S-Bahn";S6,S26,S62,663,665,666,670,749,766,X74,RT663,RT670,RT766,670.2,880;10006_,10026_,10062_,31663_,31665_,31666_,31670_,31749_,31766_,31X74_,50663_,50670_,50766_,76670_,76880_;15;10,31,50,76;8,873189074;48,7557357
Bietigheim;Bietigheim;1400;de:08118:1400;08118079;Bietigheim-Bissingen;Bietigheim;LB;3;"Bus;Nachtbus;R-Bahn;S-Bahn";S5,IRE1,RE8,MEX12,MEX17,MEX18,542,544,551,551A,554,554A,556,558,559,561,564,566,567,567A,N52,N56,N57,N58;10005_,11001_,11008_,11012_,11017_,11018_,31542_,31544_,31551_,31551a,31554_,31554a,31556_,31558_,31559_,31561_,31564_,31566_,31567_,31567a,34052_,34056_,34057_,34058_;24;10,11,31,34;9,137217396;48,94794988
Kornwestheim;Kornwestheim;1402;de:08118:1402;08118046;Kornwestheim;Kornwestheim;LB;2;"Bus;Nachtbus;R-Bahn;S-Bahn";S4,S5,IRE1,RE8,RB11,MEX12,MEX17,MEX18,MEX19,MEX90,411,412,413,414,415,N47,N48;10004_,10005_,11001_,11008_,11011_,11012_,11017_,11018_,11019_,11091_,31411_,31412_,31413_,31414_,31415_,34047_,34048_;17;10,11,31,34;9,179967278;48,86215948
Neuwirtsh. (Porschep.);Neuwirtsh. (Porschep.);1403;de:08111:1403;08111000;Stuttgart;Stuttgart;S;1;S-Bahn;S6,S26,S60,S62;10006_,10026_,10060_,10062_;4;10;9,151955614;48,83384734
Benningen (N);Benningen (N);1500;de:08118:1500;08118006;Benningen am Neckar;Benningen (N);LB;3;"R-Bahn;S-Bahn";S4,MEX19,MEX90;10004_,11019_,11091_;3;10,11;9,244299075;48,94379773
Freiberg (N);Freiberg (N);1503;de:08118:1503;08118078;Freiberg am Neckar;Freiberg (N);LB;3;"Bus;R-Bahn;S-Bahn";S4,MEX19,MEX90,444,446,446A,459,564,N44;10004_,11019_,11091_,31444_,31446_,31446a,31459_,31564_,34044_;9;10,11,31,34;9,197530085;48,92994974
Münster;Münster;1504;de:08111:1504;08111000;Stuttgart;Stuttgart;S;1;"Bus;R-Bahn";RB11,56;11011_,30056_;2;11,3;9,216218128;48,82065161
Nellmersbach;Nellmersbach;1601;de:08119:1601;08119042;Leutenbach;Nellmersbach;WN;3;"R-Bahn;S-Bahn";S3,MEX19,RE90,MEX90;10003_,11019_,11090_,11091_;4;10,11;9,415421538;48,90336425
Neustadt-Hohenacker;Neustadt-Hohenacker;1602;de:08119:1602;08119079;Waiblingen;Neustadt;WN;2,3;"Bus;Nachtbus;R-Bahn;S-Bahn";S3,MEX19,RE90,MEX90,201,201A,N24;10003_,11019_,11090_,11091_,31201_,31201a,34024_;7;10,11,31,34;9,32455106;48,85921668
Schwaikheim;Schwaikheim;1603;de:08119:1603;08119068;Schwaikheim;Schwaikheim;WN;3;"Bus;R-Bahn;S-Bahn";S3,MEX19,RE90,MEX90,339;10003_,11019_,11090_,11091_,31339_;5;10,11,31;9,354747358;48,86832665
Ebitzweg;Ebitzweg;1604;de:08111:1604;08111000;Stuttgart;Stuttgart;S;1;"R-Bahn;Stadtbahn";RB11,U13;11011_,20013_;2;11,2;9,232072408;48,80371513
Stetten-Beinstein;Stetten-Beinstein;1701;de:08119:1701;08119091;Weinstadt;Endersbach;WN;2,3;"Nachtbus;R-Bahn;S-Bahn";S2,IRE1,MEX13,N21;10002_,11001_,11013_,34021_;4;10,11,34;9,352769725;48,81199601
Geradstetten;Geradstetten;1702;de:08119:1702;08119090;Remshalden;Geradstetten;WN;4,3;"R-Bahn;S-Bahn";S2,IRE1,MEX13;10002_,11001_,11013_;3;10,11;9,439522346;48,80527689
Grunbach;Grunbach;1703;de:08119:1703;08119090;Remshalden;Grunbach;WN;3;"Bus;R-Bahn;Ruftaxi;S-Bahn";S2,IRE1,MEX13,217,217A,333,RT217;10002_,11001_,11013_,31217_,31217a,31333_,50217_;7;10,11,31,50;9,419580601;48,810414
Weiler (R);Weiler (R);1704;de:08119:1704;08119067;Schorndorf;Weiler (Schorndorf);WN;4;"R-Bahn;S-Bahn";S2,IRE1,MEX13;10002_,11001_,11013_;3;10,11;9,501891172;48,80034585
Winterbach;Winterbach;1705;de:08119:1705;08119086;Winterbach;Winterbach;WN;4;"R-Bahn;S-Bahn";S2,IRE1,MEX13;10002_,11001_,11013_;3;10,11;9,481549751;48,79842743
Altbach;Altbach;1800;de:08116:1800;08116004;Altbach;Altbach;ES;3;"R-Bahn;S-Bahn";S1,RE5,IRE6,MEX12,MEX16,MEX18;10001_,11005_,11006_,11012_,11016_,11018_,11080_;7;10,11;9,382434033;48,72031354
Mettingen;Mettingen;1801;de:08116:1801;08116019;Esslingen am Neckar;Mettingen;ES;2;"Bus;R-Bahn;S-Bahn";S1,RE5,IRE6,MEX12,MEX16,MEX18,101,102;10001_,11005_,11006_,11012_,11016_,11018_,11080_,31101_,31102_;9;10,11,31;9,275799007;48,74696655
Oberesslingen;Oberesslingen;1802;de:08116:1802;08116019;Esslingen am Neckar;Oberesslingen;ES;2;"Bus;R-Bahn;S-Bahn";S1,RE5,IRE6,MEX12,MEX16,MEX18,138;10001_,11005_,11006_,11012_,11016_,11018_,11080_,31138_;8;10,11,31;9,327277435;48,72983585
Zell;Zell;1803;de:08116:1803;08116019;Esslingen am Neckar;Zell (Esslingen);ES;2,3;"Bus;R-Bahn;S-Bahn";S1,RE5,IRE6,MEX12,MEX16,MEX18,102,103,114A,115,138,140;10001_,11005_,11006_,11012_,11016_,11018_,11080_,31102_,31103_,31114a,31115_,31138_,31140_;13;10,11,31;9,359739507;48,72436142
Filderstadt;Filderstadt;1905;de:08116:1905;08116077;Filderstadt;Bernhausen;ES;2;S-Bahn;S2,S26;10002_,10026_;2;10;9,217581315;48,67649151
Ellental;Ellental;1910;de:08118:1910;08118079;Bietigheim-Bissingen;Bietigheim;LB;3;"Bus;R-Bahn";IRE1,MEX17,551A,554A,556;11001_,11017_,31551a,31554a,31556_;5;11,31;9,123569777;48,95532091
Raiffeisenstraße;Bonlanden Raiffeisenstraße;1997;de:08116:1997;08116077;Filderstadt;Bonlanden;ES;2;Bus;805,808,809,816A;31805_,31808_,31809_,31816a;4;31;9,229136486;48,65849294
Johanneskirche;Bernhausen Johanneskirche;1998;de:08116:1998;08116077;Filderstadt;Bernhausen;ES;2;Bus;811,812,813;31811_,31812_,31813_;3;31;9,207365434;48,67865962
Rosenstraße;Bernhausen Rosenstraße;1999;de:08116:1999;08116077;Filderstadt;Bernhausen;ES;2;Bus;811,812,813;31811_,31812_,31813_;3;31;9,211245363;48,67776229
Rudolfshöhe;Aich Rudolfshöhe;2000;de:08116:2000;08116081;Aichtal;Aich;ES;3,4;Bus;167,808A,809A,816A;31167_,31808a,31809a,31816a;4;31;9,245645054;48,63116633
Ort;Aich Ort;2001;de:08116:2001;08116081;Aichtal;Aich;ES;3,4;"Bus;Nachtbus";167,805,808,808A,809,809A,816A,X16,N89;31167_,31805_,31808_,31808a,31809_,31809a,31816a,31X16_,34089_;9;31,34;9,240344021;48,62335397
Siedlung;Aich Siedlung;2003;de:08116:2003;08116081;Aichtal;Aich;ES;3,4;Bus;167,805,808,808A,809A,816A;31167_,31805_,31808_,31808a,31809a,31816a;6;31;9,235575531;48,62468576
Bahnhof;Bernhausen Bahnhof;2006;de:08116:2006;08116077;Filderstadt;Bernhausen;ES;2;"Bus;Nachtbus";X4,74,76,805,808,809,809A,811,812,813,814,815,816,816A,817,818,N89,X3;30034_,30074_,30076_,31805_,31808_,31809_,31809a,31811_,31812_,31813_,31814_,31815_,31816_,31816a,31817_,31818_,34089_,810X3_;18;30,31,34,81;9,218206206;48,67655327
Stern;Aich Stern;2007;de:08116:2007;08116081;Aichtal;Aich;ES;3,4;"Bus;Nachtbus";167,808A,809,809A,X16,N89;31167_,31808a,31809_,31809a,31X16_,34089_;6;31,34;9,242301734;48,6242761
Hauptstraße;Bernhausen Hauptstraße;2008;de:08116:2008;08116077;Filderstadt;Bernhausen;ES;2;Bus;74,76,816,816A;30074_,30076_,31816_,31816a;4;30,31;9,218064663;48,67836104
Karlstraße;Bernhausen Karlstraße;2009;de:08116:2009;08116077;Filderstadt;Bernhausen;ES;2;"Bus;Nachtbus";X4,74,816A,N89;30034_,30074_,31816a,34089_;4;30,31,34;9,227676096;48,67776688
Fröbelstraße;Bernhausen Fröbelstr.;2012;de:08116:2012;08116077;Filderstadt;Bernhausen;ES;2;Bus;74,76,816A;30074_,30076_,31816a;3;30,31;9,218728564;48,68114747
Bonlandener Straße;Bonlanden Bonlandener Straße;2015;de:08116:2015;08116077;Filderstadt;Bonlanden;ES;2;"Bus;Nachtbus";77,805,808,809A,816A,818A,N89;30077_,31805_,31808_,31809a,31816a,31818a,34089_;7;30,31,34;9,230998923;48,65021605
Filderklinik;Bonlanden Filderklinik;2016;de:08116:2016;08116077;Filderstadt;Bonlanden;ES;2;Bus;809A,812,813,815,816A;31809a,31812_,31813_,31815_,31816a;5;31;9,202801019;48,64785928
Fildorado;Bonlanden Fildorado;2017;de:08116:2017;08116077;Filderstadt;Bonlanden;ES;2;Bus;809A,812,813,815,816A,818A;31809a,31812_,31813_,31815_,31816a,31818a;6;31;9,209489851;48,65071591
Gutenhalde;Bonlanden Gutenhalde;2018;de:08116:2018;08116077;Filderstadt;Bonlanden;ES;2,3;Bus;805,808,809A,816A;31805_,31808_,31809a,31816a;4;31;9,229975319;48,64300605
Hauptstraße;Bonlanden Hauptstraße;2019;de:08116:2019;08116077;Filderstadt;Bonlanden;ES;2;Bus;809A,812,813,815,816A;31809a,31812_,31813_,31815_,31816a;5;31;9,216716263;48,65531569
Reußensteinweg;Bonlanden Reußensteinweg;2020;de:08116:2020;08116077;Filderstadt;Bonlanden;ES;2;Bus;76,816A;30076_,31816a;2;30,31;9,223018183;48,6531544
Nord;Bonlanden Nord;2021;de:08116:2021;08116077;Filderstadt;Bonlanden;ES;2;Bus;76,809A,812,813,815,816A;30076_,31809a,31812_,31813_,31815_,31816a;6;30,31;9,220874606;48,65955226
Rotzeil;Bonlanden Rotzeil;2022;de:08116:2022;08116077;Filderstadt;Bonlanden;ES;2;"Bus;Nachtbus";X7,76,77,N89;30037_,30076_,30077_,34089_;4;30,34;9,210362652;48,65497679
Linde;Harthausen Linde;2023;de:08116:2023;08116077;Filderstadt;Harthausen;ES;2;"Bus;Nachtbus";X7,77,805,809,809A,816A,N89;30037_,30077_,31805_,31809_,31809a,31816a,34089_;7;30,31,34;9,246231664;48,65129949
Kirche;Harthausen Kirche;2024;de:08116:2024;08116077;Filderstadt;Harthausen;ES;2;"Bus;Nachtbus";X7,77,805,809,809A,816A,N89;30037_,30077_,31805_,31809_,31809a,31816a,34089_;7;30,31,34;9,247342389;48,64808676
Driefbrunnen;Plattenhardt Driefbrunnen;2025;de:08116:2025;08116077;Filderstadt;Plattenhardt;ES;2;Bus;X7,76,77,812,813,814,816A,818,818A;30037_,30076_,30077_,31812_,31813_,31814_,31816a,31818_,31818a;9;30,31;9,189973479;48,65789894
Industriegebiet;Plattenhardt Industriegebiet;2026;de:08116:2026;08116077;Filderstadt;Plattenhardt;ES;2;"Bus;Nachtbus";76,77,818A,N89;30076_,30077_,31818a,34089_;4;30,31,34;9,203153205;48,65443223
Schnecken;Plattenhardt Schnecken;2027;de:08116:2027;08116077;Filderstadt;Plattenhardt;ES;2;Bus;814,818;31814_,31818_;2;31;9,195313875;48,65592061
Rathaus;Plattenhardt Rathaus;2028;de:08116:2028;08116077;Filderstadt;Plattenhardt;ES;2;"Bus;Nachtbus";X7,76,77,809A,812,813,816A,818A,N89;30037_,30076_,30077_,31809a,31812_,31813_,31816a,31818a,34089_;9;30,31,34;9,196934923;48,65393947
Waldstraße;Plattenhardt Waldstraße;2029;de:08116:2029;08116077;Filderstadt;Plattenhardt;ES;2;Bus;76,77,812,813,814,816A,818,818A;30076_,30077_,31812_,31813_,31814_,31816a,31818_,31818a;8;30,31;9,185487707;48,65983967
Alemannenstraße;Sielmingen Alemannenstraße;2030;de:08116:2030;08116077;Filderstadt;Sielmingen;ES;2;Bus;816A,817;31816a,31817_;2;31;9,242083843;48,68066
Friedrichstraße;Sielmingen Friedrichstraße;2031;de:08116:2031;08116077;Filderstadt;Sielmingen;ES;2;Bus;816A,817;31816a,31817_;2;31;9,237825233;48,67606472
Harthäuser Weg;Sielmingen Harthäuser Weg;2032;de:08116:2032;08116077;Filderstadt;Sielmingen;ES;2,3;Bus;X4,74;30034_,30074_;2;30;9,25877564;48,66520142
Kantstraße;Sielmingen Kantstraße;2033;de:08116:2033;08116077;Filderstadt;Sielmingen;ES;2;Bus;X4,74;30034_,30074_;2;30;9,240870513;48,67114845
Lange Straße;Sielmingen Lange Straße;2035;de:08116:2035;08116077;Filderstadt;Sielmingen;ES;2;Bus;816A,817;31816a,31817_;2;31;9,236597988;48,66917896
Rathaus;Sielmingen Rathaus;2036;de:08116:2036;08116077;Filderstadt;Sielmingen;ES;2;Bus;X4,74,816A,817;30034_,30074_,31816a,31817_;4;30,31;9,238264141;48,67412142
Bernhäuser Straße;Bernhäuser Straße;2037;de:08111:2037;08111000;Stuttgart;Stuttgart;S;1,2;Bus;65,74,76,816A;30065_,30074_,30076_,31816a;4;30,31;9,215506018;48,6992375
Kaserne Möhringen;Kaserne Möhringen;2038;de:08111:2038;08111000;Stuttgart;Stuttgart;S;1;"Bus;Nachtbus";73,N8;30073_,33008_;2;30,33;9,18170431;48,72110271
Plieningen Post;Plieningen Post;2039;de:08111:2039;08111000;Stuttgart;Stuttgart;S;1,2;"Bus;Nachtbus";65,70,73,74,76,122,816A,N8;30065_,30070_,30073_,30074_,30076_,31122_,31816a,33008_;8;30,31,33;9,210976506;48,70110735
Scharnhäuser Brücke;Scharnhäuser Brücke;2040;de:08111:2040;08111000;Stuttgart;Stuttgart;S;1,2;"Bus;Nachtbus";70,73,122,N8;30070_,30073_,31122_,33008_;4;30,31,33;9,217386312;48,70367625
Steckfeld;Steckfeld;2041;de:08111:2041;08111000;Stuttgart;Stuttgart;S;1;"Bus;Nachtbus";73,N8;30073_,33008_;2;30,33;9,197191877;48,7161313
Schul-/Sportzentrum;Sielmingen Schul-/Sportzentrum;2042;de:08116:2042;08116077;Filderstadt;Sielmingen;ES;2;Bus;74,809A,816A,817;30074_,31809a,31816a,31817_;4;30,31;9,228039367;48,67102175
Neuhäuser Straße;Bernhausen Neuhäuser Str.;2043;de:08116:2043;08116077;Filderstadt;Bernhausen;ES;2;Bus;816;31816_;1;31;9,227955364;48,67946591
Rathaus;Bernhausen Rathaus;2044;de:08116:2044;08116077;Filderstadt;Bernhausen;ES;2;Bus;811,812,813;31811_,31812_,31813_;3;31;9,214628486;48,67821464
Friedhof;Sielmingen Friedhof;2045;de:08116:2045;08116077;Filderstadt;Sielmingen;ES;2;Bus;816A,817;31816a,31817_;2;31;9,231329952;48,66912674
Waldorfschule;Bonlanden Waldorfschule;2046;de:08116:2046;08116077;Filderstadt;Bonlanden;ES;2,3;Bus;809A,816A;31809a,31816a;2;31;9,226671224;48,63850733
Weilerhau;Plattenhardt Weilerhau;2047;de:08116:2047;08116077;Filderstadt;Plattenhardt;ES;2;Bus;814,818,818A;31814_,31818_,31818a;3;31;9,190925764;48,65487586
Elisabeth-Selbert-Gymnasium;Bernh. E.-Selbert-Gymnasium;2049;de:08116:2049;08116077;Filderstadt;Bernhausen;ES;2;Bus;805,809,809A,814,816A,818,818A;31805_,31809_,31809a,31814_,31816a,31818_,31818a;7;31;9,211917015;48,66956885
Leipziger Platz;Leipziger Platz;2050;de:08111:2050;08111000;Stuttgart;Stuttgart;S;1;"Bus;Nachtbus";44,N2;30044_,33002_;2;30,33;9,1501297;48,77002215
Schillerstraße;Plattenhardt Schillerstraße;2051;de:08116:2051;08116077;Filderstadt;Plattenhardt;ES;2;"Bus;Nachtbus";809A,814,816A,818,818A,N89;31809a,31814_,31816a,31818_,31818a,34089_;6;31,34;9,196328024;48,65841881
Rainäckerstraße;Bonlanden Rainäckerstraße;2052;de:08116:2052;08116077;Filderstadt;Bonlanden;ES;2;Bus;76,816A;30076_,31816a;2;30,31;9,221730101;48,6565381
Senefelderstraße;Senefelderstraße;2053;de:08111:2053;08111000;Stuttgart;Stuttgart;S;1;"Bus;Nachtbus";44,N2;30044_,33002_;2;30,33;9,163291016;48,77195553
Marienstraße;Marienstraße;2054;de:08111:2054;08111000;Stuttgart;Stuttgart;S;1;Bus;44,92;30044_,30092_;2;30;9,171467482;48,77200656
Schönbuchstraße;Plattenhardt Schönbuchstraße;2055;de:08116:2055;08116077;Filderstadt;Plattenhardt;ES;2;Bus;809A,812,813,816A;31809a,31812_,31813_,31816a;4;31;9,195870896;48,64906732
Altenheim;Plattenhardt Altenheim;2056;de:08116:2056;08116077;Filderstadt;Plattenhardt;ES;2;Bus;812,813;31812_,31813_;2;31;9,188181884;48,64702987
Friedenstraße;Friedenstraße;2057;de:08111:2057;08111000;Stuttgart;Stuttgart;S;1;"Bus;Nachtbus";42,N9;30042_,33009_;2;30,33;9,192999223;48,7850743
Urachstraße;Urachstraße;2058;de:08111:2058;08111000;Stuttgart;Stuttgart;S;1;"Bus;Nachtbus";42,N9;30042_,33009_;2;30,33;9,197969028;48,78580322
Schwarenbergstraße;Schwarenbergstraße;2059;de:08111:2059;08111000;Stuttgart;Stuttgart;S;1;"Bus;Nachtbus";42,N9;30042_,33009_;2;30,33;9,203152924;48,78559634
Wilhelmsbau;Wilhelmsbau;2061;de:08111:2061;08111000;Stuttgart;Stuttgart;S;1;"Bus;Nachtbus";X2,43,47,92,N10;30032_,30043_,30047_,30092_,33010_;5;30,33;9,174588338;48,77356654
Mitte;Schlaitdorf Mitte;2062;de:08116:2062;08116063;Schlaitdorf;Schlaitdorf;ES;4;"Bus;Ruftaxi";188,188A,189,189A,805,809A,RT188,RT189;31188_,31188a,31189_,31189a,31805_,31809a,50188_,50189_;8;31,5;9,224011871;48,60489812
Süd;Häslach Süd;2063;de:08415:29041;08415087;Walddorfhäslach;Häslach;RT;4;"Bus;Ruftaxi";188,188A,189,189A,805,809A,827,RT188,RT189;31188_,31188a,31189_,31189a,31805_,31809a,31827_,50188_,50189_;9;31,5;9,195837637;48,59505771
Seestraße;Häslach Seestraße;2064;de:08415:29040;08415087;Walddorfhäslach;Häslach;RT;4;"Bus;Ruftaxi";188,188A,189,RT188,RT189;31188_,31188a,31189_,50188_,50189_;5;31,5;9,199780674;48,59797353
Schule;Altenriet Schule;2065;de:08116:2065;08116006;Altenriet;Altenriet;ES;4;"Bus;Ruftaxi";188,188A,189,189A,805,809A,RT188,RT189;31188_,31188a,31189_,31189a,31805_,31809a,50188_,50189_;8;31,5;9,217520965;48,59010868
Rathaus;Altenriet Rathaus;2066;de:08116:2066;08116006;Altenriet;Altenriet;ES;4;"Bus;Ruftaxi";188,188A,189,189A,805,809A,RT188,RT189;31188_,31188a,31189_,31189a,31805_,31809a,50188_,50189_;8;31,5;9,22065554;48,5908491
Hohebildstraße;Walddorf Hohebildstraße;2067;de:08415:29043;08415087;Walddorfhäslach;Walddorf;RT;4;Bus;188A,805,809A,827;31188a,31805_,31809a,31827_;4;31;9,188638065;48,58756988
Rathaus (Notariat);Walddorf Rathaus (Notariat);2068;de:08415:24320;08415087;Walddorfhäslach;Walddorf;RT;4;Bus;188A,805,809A,827;31188a,31805_,31809a,31827_;4;31;9,181478752;48,58692496
Neuer Markt;Leinfelden Neuer Markt;2069;de:08116:2069;08116078;Leinfelden-Echterdingen;Leinfelden;ES;2;"Bus;Nachtbus";814,818,N18;31814_,31818_,34018_;3;31,34;9,143219142;48,693847
Neckartailfinger Straße;Schlaitdorf Neckartailf. Str.;2070;de:08116:2070;08116063;Schlaitdorf;Schlaitdorf;ES;4;"Bus;Ruftaxi";188,188A,189,189A,805,809A,RT188,RT189;31188_,31188a,31189_,31189a,31805_,31809a,50188_,50189_;8;31,5;9,229851101;48,60679303
Fleinsbach;Bernhausen Fleinsbach;2071;de:08116:2071;08116077;Filderstadt;Bernhausen;ES;2;Bus;76,805,808,809,809A,812,813,814,815,816A,818;30076_,31805_,31808_,31809_,31809a,31812_,31813_,31814_,31815_,31816a,31818_;11;30,31;9,219007324;48,67342235
TÜV;Bernhausen TÜV;2072;de:08116:2072;08116077;Filderstadt;Bernhausen;ES;2;Bus;X4,811,812,813;30034_,31811_,31812_,31813_;4;30,31;9,197354852;48,67799383
Finkenstraße;Plattenhardt Finkenstraße;2074;de:08116:2074;08116077;Filderstadt;Plattenhardt;ES;2;Bus;814,818,818A;31814_,31818_,31818a;3;31;9,186067147;48,65868769
Filharmonie;Bernhausen Filharmonie;2076;de:08116:2076;08116077;Filderstadt;Bernhausen;ES;2;Bus;809A,814,816A,818;31809a,31814_,31816a,31818_;4;31;9,214676228;48,67348448
Diepoldstraße;Bernhausen Diepoldstraße;2077;de:08116:2077;08116077;Filderstadt;Bernhausen;ES;2;Bus;74,76,816A;30074_,30076_,31816a;3;30,31;9,219804834;48,67882534
