Nummer,Name,Name mit Ort
5002498,Zeppelinschule,Fellbach Zeppelinschule
5002499,Kleinfeldfriedhof,Fellbach Kleinfeldfriedhof
5002500,Drosselweg,Fellbach Drosselweg
5002501,Pauluskirche,Fellbach Pauluskirche
5002502,Kappelbergstraße,Fellbach Kappelbergstraße
5002503,Untertürkheimer Straße,Fellb. Untertürkheimer Straße
5002504,Alte Kelter,Fellbach Alte Kelter
5002505,Steigstraße,Fellbach Steigstraße
5002506,Luginsland,Luginsland
5002507,Im Hag,Im Hag
5002508,Alte Krone,Alte Krone
5002509,Untertürkheim Kelterplatz,Untertürkheim Kelterplatz
5002510,Rotenberg,Rotenberg
5002511,Aspen,Aspen
5002512,Untertürkheim Alter Friedhof,Untertürkheim Alter Friedhof
5002513,Untertürkheim Friedhof,Untertürkheim Friedhof
5002515,Gartenstraße,Fellbach Gartenstraße
5002516,August-Brändle-Straße,Fellbach August-Brändle-Straße
5002517,Silcherweg,Fellbach Silcherweg
5002519,Haus am Weinberg,Haus am Weinberg
5002520,Bächlenweg,Bächlenweg
5002521,Dürrbachstraße,Dürrbachstraße
5002522,Rohracker Kelter,Rohracker Kelter
5002523,Tiefenbachschule,Tiefenbachschule
5002524,Rohracker,Rohracker
5002525,Luikenweg,Luikenweg
5002526,Schildfarnweg,Schildfarnweg
5002527,Mönchweg,Mönchweg
5002528,Sonnenbühl,Sonnenbühl
5002529,Serachstraße,Serachstraße
5002530,Uhlbach,Uhlbach
5002531,Terlanerstraße,Terlanerstraße
5002532,Asang,Asang
5002533,Im Mäder,Im Mäder
5002534,Otto-Hirsch-Brücken,Otto-Hirsch-Brücken
5002535,Ährenweg,Ährenweg
5002536,Lederberg,Lederberg
5002537,Glaunerweg,Glaunerweg
5002538,Heumaden Rose,Heumaden Rose
5002539,Heumaden Schule,Heumaden Schule
5002540,Frauenkopf,Frauenkopf
5002541,Eselweg,Eselweg
5002542,Filderblickweg,Filderblickweg
5002543,Obertürkh. Bf (Göppinger Str.),Obertürkh. Bf (Göppinger Str.)
5002545,Birkacher Straße,Birkacher Straße
5002546,Augustinum,Augustinum
5002547,Steinäcker,Steinäcker
5002548,Riedenberg,Riedenberg
5002553,Fraubronnstraße,Fraubronnstraße
5002554,Windhalmweg,Windhalmweg
5002555,Universität Hohenheim,Universität Hohenheim
5002556,Genossenschaftsakademie,Genossenschaftsakademie
5002557,Birkach Friedhof,Birkach Friedhof
5002558,Birkheckenstraße,Birkheckenstraße
5002559,Birkach West,Birkach West
5002560,Pallotti-Kirche,Pallotti-Kirche
5002561,Rotwiesenstraße,Rotwiesenstraße
5002562,Grünlingweg,Grünlingweg
5002563,Kolpingsiedlung,Kolpingsiedlung
5002564,Fernsehturm,Fernsehturm
5002565,Königsträßle,Königsträßle
5002566,Leinfeldener Straße,Leinfeldener Straße
5002567,Wurmlinger Straße,Wurmlinger Straße
5002568,Zur Anhöhe,Zur Anhöhe
5002569,Hoffeld,Hoffeld
5002572,Kaserne Möhringen (Karlshof),Kaserne Möhringen (Karlshof)
5002573,Asemwald,Asemwald
5002574,Taldorfer Straße,Taldorfer Straße
5002575,Schönberg,Schönberg
5002576,Dürnauer Weg,Dürnauer Weg
5002578,Im Elsental,Im Elsental
5002579,Ob dem Steinbach,Ob dem Steinbach
5002580,Johannesgraben,Johannesgraben
5002581,Kurt-Schumacher-Straße,Kurt-Schumacher-Straße
5002582,Berufsbildungszentrum,Berufsbildungszentrum
5002583,Möhringen Rathaus,Möhringen Rathaus
5002584,Europaplatz,Europaplatz
5002585,Jelinstraße,Jelinstraße
5002586,EnBW City,EnBW City
5002589,Max-Planck-Institute,Max-Planck-Institute
