Nummer;Bereich;Steig;Steigname;Name mit Ort;Globale ID;GKZ;Ort;Teilort;Landkreis;Tarifzonen;Verkehrsmittel;Linien;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate
4358;0;3;eRtg Marktplatz;Kirchheim (T) Rembrandtweg;de:08116:4358:0:3;8116033;Kirchheim (T);Kirchheim (T);ES;61;Ruftaxi;RT16;RT16;51016_;1;51;9,440077869;48,64318507
4359;0;3;eRtg Steingaustraﬂe;Kirchheim (T) Max-Eyth-Schule;de:08116:4359:0:3;8116033;Kirchheim (T);Kirchheim (T);ES;61;Bus;166;166;31166_;1;31;9,4368496;48,6496181
4361;0;3;eRtg Kirchheim (T);Kirchheim (T) Badwiesen;de:08116:4361:0:3;8116033;Kirchheim (T);Kirchheim (T);ES;61;"Ruftaxi;Bus";163,RT163;163,RT163;31163_,50163_;2;31,5;9,43669204;48,64709177
4361;0;4;eRtg Lindorfer Weg;Kirchheim (T) Badwiesen;de:08116:4361:0:4;8116033;Kirchheim (T);Kirchheim (T);ES;61;"Ruftaxi;Bus";163,RT163;163,RT163;31163_,50163_;2;31,5;9,43669204;48,64709177
4362;0;3;eRtg Schluchtweg;Weilheim (T) Lerchenstraﬂe;de:08116:4362:0:3;8116070;Weilheim (T);Weilheim (T);ES;71;"Bus;Ruftaxi";174,177,RT177;174,177,RT177;31174_,31177_,50177_;3;31,5;9,54446938;48,61533776
4363;0;3;Rtg Notzingen/Schlierbach;Kirchheim (T) Ziegelwasen;de:08116:4363:0:3;8116033;Kirchheim (T);Kirchheim (T);ES;61;"Ruftaxi;Bus";144,168,RT144,RT178;144,168,RT144,RT178;31144_,31144q,31168_,50144_,50178_;5;31,5;9,457188312;48,65055522
4363;0;4;Rtg Kirchheim;Kirchheim (T) Ziegelwasen;de:08116:4363:0:4;8116033;Kirchheim (T);Kirchheim (T);ES;61;"Ruftaxi;Bus";144,168,RT144,RT178;144,168,RT144,RT178;31144_,31144q,31168_,50144_,50178_;5;31,5;9,456817737;48,65009807
4364;0;3;eRtg Brahmsstraﬂe;Kirchheim (T) Hugo-Wolf-Weg;de:08116:4364:0:3;8116033;Kirchheim (T);Kirchheim (T);ES;61;"Bus;Ruftaxi";144,168,RT144;144,168,RT144;31144_,31144q,31168_,50144_;4;31,5;9,459561369;48,65480826
4364;0;4;eRtg Ziegelwasen;Kirchheim (T) Hugo-Wolf-Weg;de:08116:4364:0:4;8116033;Kirchheim (T);Kirchheim (T);ES;61;"Bus;Ruftaxi";144,168,RT144;144,168,RT144;31144_,31144q,31168_,50144_;4;31,5;9,459561369;48,65480826
4365;0;3;;Notzingen Wellingen Kirchle;de:08116:4365:0:3;8116048;Notzingen;Notzingen;ES;51,61;"Bus;Ruftaxi";168,RT144;168,RT144;31168_,50144_;2;31,5;9,470969054;48,67295412
4365;0;4;;Notzingen Wellingen Kirchle;de:08116:4365:0:4;8116048;Notzingen;Notzingen;ES;51,61;"Bus;Ruftaxi";168,RT144;168,RT144;31168_,50144_;2;31,5;9,470969054;48,67295412
4366;0;3;eRtg Rathaus/Wellingen Kirchle;Notz. Well. Schlierbacher Str.;de:08116:4366:0:3;8116048;Notzingen;Notzingen;ES;51,61;"Bus;Ruftaxi";144,168,RT144;144,168,RT144;31144_,31144q,31168_,50144_;4;31,5;9,475414346;48,67352036
4368;0;3;eRtg Wellinger Straﬂe;Notzingen ÷tlinger Straﬂe;de:08116:4368:0:3;8116048;Notzingen;Notzingen;ES;51,61;Bus;168;168;31168_;1;31;9,455886988;48,67027214
4369;0;3;eRtg Br¸hl;Wernau (N) Freitagshof;de:08116:4369:0:3;8116072;Wernau (N);Wernau (N);ES;41,51;Bus;168;168;31168_;1;31;9,431029546;48,67053882
4369;0;4;eRtg ÷tlinger Straﬂe;Wernau (N) Freitagshof;de:08116:4369:0:4;8116072;Wernau (N);Wernau (N);ES;41,51;Bus;168;168;31168_;1;31;9,431029546;48,67053882
4371;0;3;eRtg Uhlandgymnasium;Kirchheim (T) Hans-Thoma-Weg;de:08116:4371:0:3;8116033;Kirchheim (T);Kirchheim (T);ES;61;Ruftaxi;RT16;RT16;51016_;1;51;9,447609248;48,64013449
4373;0;3;eRtg Schillerplatz;N¸rtingen Amtsgericht;de:08116:4373:0:3;8116049;N¸rtingen;N¸rtingen;ES;50,6;"Bus;Ruftaxi";180,183,185,195,RT180,RT183;180,183,185,195,RT180,RT183;31180_,31183_,31185_,31195_,50180_,50183_;6;31,5;9,342867389;48,62376818
4373;0;4;eRtg Albstraﬂe (Siedlerstube);N¸rtingen Amtsgericht;de:08116:4373:0:4;8116049;N¸rtingen;N¸rtingen;ES;50,6;"Nachtbus;Bus;Ruftaxi";180,183,185,195,N81,RT180;180,183,185,195,N81,RT180;31180_,31183_,31185_,31195_,34081_,50180_;6;31,34,50;9,342867389;48,62376818
4375;1;3;Rtg S‰erstraﬂe;N¸rtingen Plochinger Straﬂe;de:08116:4375:1:3;8116049;N¸rtingen;N¸rtingen;ES;50,6;"Bus;Ruftaxi";166,171,RT166;166,171,RT166;31166_,31171_,50166_;3;31,5;9,343900956;48,6281445
4375;1;4;Rtg Vendelaustraﬂe;N¸rtingen Plochinger Straﬂe;de:08116:4375:1:4;8116049;N¸rtingen;N¸rtingen;ES;50,6;Bus;166,171;166,171;31166_,31171_;2;31;9,343900956;48,6281445
4376;0;3;eRtg Plochinger Straﬂe;N¸rtingen Kirchheimer Straﬂe;de:08116:4376:0:3;8116049;N¸rtingen;N¸rtingen;ES;50,6;Bus;171,181;171,181;31171_,31181_;2;31;9,349223582;48,62491809
4377;0;3;eRtg Plochinger Straﬂe;N¸rtingen Ph.-M.-Hahn-Schule;de:08116:4377:0:3;8116049;N¸rtingen;N¸rtingen;ES;50,6;Bus;166;166;31166_;1;31;9,347932083;48,62844712
4378;0;3;eRtg R¸melinstraﬂe;N¸rtingen Ostsiedlung;de:08116:4378:0:3;8116049;N¸rtingen;N¸rtingen;ES;50,6;Bus;166;166;31166_;1;31;9,358564989;48,62614831
4378;0;4;eRtg West;N¸rtingen Ostsiedlung;de:08116:4378:0:4;8116049;N¸rtingen;N¸rtingen;ES;50,6;Bus;166;166;31166_;1;31;9,358564989;48,62614831
4379;0;3;eRtg Ostsiedlung;Reudern West;de:08116:4379:0:3;8116049;N¸rtingen;Reudern;ES;50,6;"Bus;Ruftaxi";166,RT166;166,RT166;31166_,50166_;2;31,5;9,37876378;48,627972
4379;0;4;eRtg Mitte;Reudern West;de:08116:4379:0:4;8116049;N¸rtingen;Reudern;ES;50,6;"Bus;Ruftaxi";166,RT166;166,RT166;31166_,50166_;2;31,5;9,37876378;48,627972
4380;0;3;eRtg West;Reudern Mitte;de:08116:4380:0:3;8116049;N¸rtingen;Reudern;ES;50,6;"Bus;Ruftaxi";166,166A,RT166;166,166A,RT166;31166_,31166a,50166_;3;31,5;9,385447774;48,62923574
4380;0;4;eRtg Ost;Reudern Mitte;de:08116:4380:0:4;8116049;N¸rtingen;Reudern;ES;50,6;"Bus;Ruftaxi";166,166A,RT166;166,166A,RT166;31166_,31166a,50166_;3;31,5;9,385447774;48,62923574
4381;0;3;Rtg Kirchheim;Reudern Ost;de:08116:4381:0:3;8116049;N¸rtingen;Reudern;ES;50,6;"Bus;Ruftaxi";166,RT166;166,RT166;31166_,50166_;2;31,5;9,391603929;48,63061779
4381;0;4;Rtg N¸rtingen;Reudern Ost;de:08116:4381:0:4;8116049;N¸rtingen;Reudern;ES;50,6;"Bus;Ruftaxi";166,RT166;166,RT166;31166_,50166_;2;31,5;9,389987618;48,63037149
4382;0;3;eRtg Ost;Kirchheim (T) B¸rgersee;de:08116:4382:0:3;8116033;Kirchheim (T);Kirchheim (T);ES;61;"Bus;Ruftaxi";166,RT166;166,RT166;31166_,50166_;2;31,5;9,407994697;48,63428375
4382;0;4;eRtg N‰gelestal;Kirchheim (T) B¸rgersee;de:08116:4382:0:4;8116033;Kirchheim (T);Kirchheim (T);ES;61;"Bus;Ruftaxi";166,RT166;166,RT166;31166_,50166_;2;31,5;9,407994697;48,63428375
4383;0;3;eRtg B¸rgersee;Kirchheim (T) N‰gelestal;de:08116:4383:0:3;8116033;Kirchheim (T);Kirchheim (T);ES;61;"Bus;Ruftaxi";166,RT166;166,RT166;31166_,50166_;2;31,5;9,434238152;48,64264073
4383;0;4;eRtg Steingaustraﬂe;Kirchheim (T) N‰gelestal;de:08116:4383:0:4;8116033;Kirchheim (T);Kirchheim (T);ES;61;"Bus;Ruftaxi";166,RT166;166,RT166;31166_,50166_;2;31,5;9,434238152;48,64264073
4384;0;3;eRtg Stadthalle;Kirchheim (T) Steingaustraﬂe;de:08116:4384:0:3;8116033;Kirchheim (T);Kirchheim (T);ES;61;"Bus;Ruftaxi";166,RT166;166,RT166;31166_,50166_;2;31,5;9,442686143;48,64815697
4385;0;3;eRtg N‰gelestal;Kirchheim (T) Henriettenstraﬂe;de:08116:4385:0:3;8116033;Kirchheim (T);Kirchheim (T);ES;61;"Bus;Ruftaxi";166,RT166;166,RT166;31166_,50166_;2;31,5;9,444218417;48,64646944
4386;0;3;eRtg Kirche/Apotheke;÷tlingen Am Wasen;de:08116:4386:0:3;8116033;Kirchheim (T);÷tlingen;ES;61;"Ruftaxi;Bus";161,163,RT161,RT163;161,163,RT161,RT163;31161_,31163_,50161_,50163_;4;31,5;9,419692448;48,65746057
4387;0;3;eRtg Wartehalle;Jesingen Fauslerstraﬂe;de:08116:4387:0:3;8116033;Kirchheim (T);Jesingen;ES;61,71;"Ruftaxi;Bus";165,173,177,RT165,RT177;165,173,177,RT165,RT177;31165_,31173_,31177_,50165_,50177_;5;31,5;9,477432893;48,6414534
4387;0;4;eRtg Einsteinstraﬂe;Jesingen Fauslerstraﬂe;de:08116:4387:0:4;8116033;Kirchheim (T);Jesingen;ES;61,71;"Ruftaxi;Bus";165,175,177,RT165,RT177;165,175,177,RT165,RT177;31165_,31175_,31177_,50165_,50177_;5;31,5;9,477432893;48,6414534
4388;0;3;eRtg Neuffenstraﬂe;Reichenbach (F) Siegenbergpl.;de:08116:4388:0:3;8116058;Reichenbach (F);Reichenbach (F);ES;41,51;"Ruftaxi;Bus";142,148,RT142;142,148,RT142;31142_,31148_,50142_;3;31,5;9,447918479;48,71170509
4390;0;3;eRtg Ohmden Rathaus;Ohmden Friedhof;de:08116:4390:0:3;8116053;Ohmden;Ohmden;ES;71;"Ruftaxi;Bus";165,RT165;165,RT165;31165_,50165_;2;31,5;9,519359983;48,64518355
4390;0;4;eRtg Jesingen Rathaus;Ohmden Friedhof;de:08116:4390:0:4;8116053;Ohmden;Ohmden;ES;71;"Ruftaxi;Bus";165,RT165;165,RT165;31165_,50165_;2;31,5;9,519359891;48,64517456
4391;0;3;eRtg Zeller Straﬂe;Ohmden Rathaus;de:08116:4391:0:3;8116053;Ohmden;Ohmden;ES;71;"Ruftaxi;Bus";165,RT165;165,RT165;31165_,50165_;2;31,5;9,524695798;48,64543811
4391;0;4;eRtg Friedhof;Ohmden Rathaus;de:08116:4391:0:4;8116053;Ohmden;Ohmden;ES;71;"Ruftaxi;Bus";165,RT165;165,RT165;31165_,50165_;2;31,5;9,524695798;48,64543811
4392;0;4;eRtg Zeller Straﬂe;Ohmden Siedlung;de:08116:4392:0:4;8116053;Ohmden;Ohmden;ES;71;"Ruftaxi;Bus";165,RT165;165,RT165;31165_,50165_;2;31,5;9,533841132;48,64789599
4393;0;3;eRtg Weilheimer-/Brunnenstraﬂe;Holzmaden Platz;de:08116:4393:0:3;8116029;Holzmaden;Holzmaden;ES;71;"Bus;Ruftaxi";177,RT177;177,RT177;31177_,50177_;2;31,5;9,516411495;48,63419884
4394;0;3;Rtg Maierhˆfe;Weilheim (T) Jahnstraﬂe;de:08116:4394:0:3;8116070;Weilheim (T);Weilheim (T);ES;71;"Bus;Ruftaxi";175,177,RT177;175,177,RT177;31175_,31177_,50177_;3;31,5;9,531897191;48,62438025
4394;0;4;Rtg Schluchtweg;Weilheim (T) Jahnstraﬂe;de:08116:4394:0:4;8116070;Weilheim (T);Weilheim (T);ES;71;"Bus;Ruftaxi";173,177,RT177;173,177,RT177;31173_,31177_,50177_;3;31,5;9,53104482;48,62459102
4395;0;3;eRtg Lange Morgen;Weilh.(T) Kirchh.Str./Hegelstr;de:08116:4395:0:3;8116070;Weilheim (T);Weilheim (T);ES;71;"Ruftaxi;Bus";173,177,RT173,RT177;173,177,RT173,RT177;31173_,31177_,50173_,50177_;4;31,5;9,53162268;48,61891398
4395;0;4;eRtg Kreissparkasse/Brunnenstraﬂe;Weilh.(T) Kirchh.Str./Hegelstr;de:08116:4395:0:4;8116070;Weilheim (T);Weilheim (T);ES;71;"Ruftaxi;Bus";175,177,RT175,RT177;175,177,RT175,RT177;31175_,31177_,50175_,50177_;4;31,5;9,53162268;48,61891398
4396;0;3;eRtg Egelsberg Egelsbergstraﬂe;Weilheim (T) Lange Morgen;de:08116:4396:0:3;8116070;Weilheim (T);Weilheim (T);ES;71;"Ruftaxi;Bus";173,177,RT173,RT177;173,177,RT173,RT177;31173_,31177_,50173_,50177_;4;31,5;9,522253704;48,62317445
4396;0;4;eRtg Kirchheimer Str./Hegelstraﬂe;Weilheim (T) Lange Morgen;de:08116:4396:0:4;8116070;Weilheim (T);Weilheim (T);ES;71;"Ruftaxi;Bus";175,177,RT175,RT177;175,177,RT175,RT177;31175_,31177_,50175_,50177_;4;31,5;9,522253704;48,62317445
4398;0;3;eRtg Abzweigung Hepsisau;Weilheim (T) Neidlinger Straﬂe;de:08116:4398:0:3;8116070;Weilheim (T);Weilheim (T);ES;71;"Bus;Ruftaxi";174,177,RT177;174,177,RT177;31174_,31177_,50177_;3;31,5;9,541653788;48,61204175
4398;0;4;eRtg Kreissparkasse/Brunnenstraﬂe;Weilheim (T) Neidlinger Straﬂe;de:08116:4398:0:4;8116070;Weilheim (T);Weilheim (T);ES;71;Bus;174;174;31174_;1;31;9,541653788;48,61204175
4399;0;3;eRtg Fabrikstraﬂe;Weilheim (T) Abzw. Hepsisau;de:08116:4399:0:3;8116070;Weilheim (T);Weilheim (T);ES;71;Bus;174;174;31174_;1;31;9,55031084;48,59378147
4399;0;4;eRtg Neidlinger Straﬂe;Weilheim (T) Abzw. Hepsisau;de:08116:4399:0:4;8116070;Weilheim (T);Weilheim (T);ES;71;"Bus;Ruftaxi";170,174,177,RT177;170,174,177,RT177;31170_,31174_,31177_,50177_;4;31,5;9,55031084;48,59378147
4400;0;3;Rtg Zuffenhausen;Zazenhausen Krone;de:08111:4400:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;401;401;31401_;1;31;9,198419099;48,84109608
4400;0;4;Rtg M¸hlhausen;Zazenhausen Krone;de:08111:4400:0:4;8111000;Stuttgart;Stuttgart;S;20;"Bus;Ruftaxi";401,RT4;401,RT4;31401_,51004_;2;31,51;9,197913694;48,84075525
4401;0;3;Rtg Zazenhausen;Zuffenhausen Reibedanz;de:08111:4401:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;401;401;31401_;1;31;9,188437067;48,83847814
4401;0;4;Rtg Zuffenhausen;Zuffenhausen Reibedanz;de:08111:4401:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;401;401;31401_;1;31;9,188437067;48,83847814
4402;0;3;eRtg Ohmstraﬂe (Zuffenhausen Bf);Werner und Pfleiderer;de:08111:4402:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;401,501,502,503;401,501,502,503;31401_,31501_,31502_,31503_;4;31;9,170302409;48,821538
4402;0;4;eRtg Feuerbach Bosch;Werner und Pfleiderer;de:08111:4402:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;401,501,502,503;401,501,502,503;31401_,31501_,31502_,31503_;4;31;9,170302409;48,821538
4403;1;4;Rtg Kelter;Frickenhausen Ziegeleistraﬂe;de:08116:4403:1:4;8116020;Frickenhausen;Frickenhausen;ES;60,7;"Ruftaxi;Bus";180,195,198,RT180,RT195,RT198;180,195,198,RT180,RT195,RT198;31180_,31195_,31198_,50180_,50195_,50198_;6;31,5;9,35897511;48,59412419
4404;0;3;Bucht;N¸rtingen Auf dem Lerchenberg;de:08116:4404:0:3;8116049;N¸rtingen;N¸rtingen;ES;50,6;"Ruftaxi;Bus";E,166,167,180,185,194,195,RT185;E,166,167,180,185,194,195,RT185;30074a,31166_,31167_,31180_,31185_,31194_,31195_,50185_;8;30,31,50;9,33581081;48,61515608
4404;0;4;Nord;N¸rtingen Auf dem Lerchenberg;de:08116:4404:0:4;8116049;N¸rtingen;N¸rtingen;ES;50,6;"Ruftaxi;Bus";185,194,195,RT185;185,194,195,RT185;31185_,31194_,31195_,50185_;4;31,5;9,335907358;48,6153986
4405;0;3;eRtg Alle Richtungen;Hepsisau Rathaus;de:08116:4405:0:3;8116070;Weilheim (T);Hepsisau;ES;71;"Bus;Ruftaxi";174,177,RT177;174,177,RT177;31174_,31177_,50177_;3;31,5;9,53644187;48,58733626
4406;0;3;eRtg Mitte;Neidlingen Fabrikstraﬂe;de:08116:4406:0:3;8116043;Neidlingen;Neidlingen;ES;71;"Bus;Ruftaxi";174,177,RT177;174,177,RT177;31174_,31177_,50177_;3;31,5;9,561060599;48,58271346
4406;0;4;eRtg Weilheim;Neidlingen Fabrikstraﬂe;de:08116:4406:0:4;8116043;Neidlingen;Neidlingen;ES;71;"Bus;Ruftaxi";174,177,RT177;174,177,RT177;31174_,31177_,50177_;3;31,5;9,561060599;48,58271346
4407;0;3;eRtg Schlossg‰rten;Neidlingen Mitte;de:08116:4407:0:3;8116043;Neidlingen;Neidlingen;ES;71;"Bus;Ruftaxi";174,177,RT177;174,177,RT177;31174_,31177_,50177_;3;31,5;9,56327223;48,58049044
4407;0;4;eRtg Fabrikstraﬂe;Neidlingen Mitte;de:08116:4407:0:4;8116043;Neidlingen;Neidlingen;ES;71;"Bus;Ruftaxi";170,174,177,RT177;170,174,177,RT177;31170_,31174_,31177_,50177_;4;31,5;9,563285783;48,58049037
